"programNumber";"platformId";"platformType";"platformModel";"platformName";"satellite";"bestMsgDate";"duration";"nbMessage";"message120";"bestLevel";"frequency";"locationDate";"latitude";"longitude";"altitude";"locationClass";"gpsSpeed";"gpsHeading"
"6145";"34222";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:15:17.000Z";"0";"1";"0";"-132";"4.0167756486E8";"2017-06-13T04:15:16.000Z";"47.67796";"-122.13516";"0.0";"B";"";"";
"6145";"34222";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:17.000Z";"420";"6";"1";"-119";"4.01677566E8";"2017-06-13T04:59:36.000Z";"47.67805";"-122.13201";"0.0";"1";"";"";
"6145";"34223";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:15:21.000Z";"180";"2";"0";"-132";"4.0167751578E8";"2017-06-13T04:15:20.000Z";"47.68091";"-122.12783";"0.0";"B";"";"";
"6145";"34223";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:21.000Z";"360";"7";"1";"-113";"4.0167751661E8";"2017-06-13T04:59:50.000Z";"47.67835";"-122.12991";"0.0";"1";"";"";
"6145";"34223";"WHALE";"SPLASH";"";"SR";"2017-06-13T05:07:21.000Z";"0";"1";"0";"-131";"4.0167751789E8";"2017-06-13T05:07:20.000Z";"47.67812";"-122.13047";"0.0";"B";"";"";
"6145";"34226";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:25.000Z";"420";"7";"5";"-114";"4.0167741917E8";"2017-06-13T04:59:24.000Z";"47.67751";"-122.13531";"0.0";"1";"";"";
"6145";"34226";"WHALE";"SPLASH";"";"SR";"2017-06-13T05:07:25.000Z";"240";"4";"0";"-130";"4.0167741981E8";"2017-06-13T05:06:39.000Z";"47.67853";"-122.13471";"0.0";"2";"";"";
"6145";"34226";"WHALE";"SPLASH";"";"MB";"2017-06-13T05:57:25.000Z";"59";"2";"0";"-131";"4.0167742056E8";"2017-06-13T05:57:54.000Z";"47.67614";"-122.13576";"0.0";"B";"";"";
"6145";"34227";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:15:29.000Z";"120";"2";"0";"-132";"4.016773959E8";"2017-06-13T04:15:28.000Z";"47.67914";"-122.13336";"0.0";"B";"";"";
"6145";"34227";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:29.000Z";"360";"6";"0";"-121";"4.0167739531E8";"2017-06-13T04:59:28.000Z";"47.67791";"-122.13386";"0.0";"1";"";"";
"6145";"34227";"WHALE";"SPLASH";"";"SR";"2017-06-13T05:07:29.000Z";"120";"3";"0";"-135";"4.0167739644E8";"2017-06-13T05:07:28.000Z";"47.67838";"-122.13095";"0.0";"A";"";"";
"6145";"34228";"WHALE";"SPLASH";"";"NN";"2017-06-13T04:03:33.000Z";"0";"1";"0";"-137";"4.0167746527E8";"2017-06-13T04:03:32.000Z";"47.67586";"-122.1344";"0.0";"B";"";"";
"6145";"34228";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:16:33.000Z";"180";"4";"0";"-130";"4.016774654E8";"2017-06-13T04:15:02.000Z";"47.67696";"-122.13615";"0.0";"2";"";"";
"6145";"34228";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:33.000Z";"360";"7";"2";"-115";"4.0167746652E8";"2017-06-13T05:00:02.000Z";"47.67826";"-122.13038";"0.0";"1";"";"";
"6145";"34350";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:16:37.000Z";"180";"3";"0";"-127";"4.0167733746E8";"2017-06-13T04:15:36.000Z";"47.6754";"-122.14057";"0.0";"A";"";"";
"6145";"34350";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:04:37.000Z";"360";"7";"3";"-115";"4.0167733869E8";"2017-06-13T05:00:36.000Z";"47.67697";"-122.13789";"0.0";"1";"";"";
"6145";"34350";"WHALE";"SPLASH";"";"SR";"2017-06-13T05:06:37.000Z";"0";"1";"0";"-138";"4.0167733827E8";"2017-06-13T05:06:36.000Z";"47.67701";"-122.13796";"0.0";"B";"";"";
"6145";"34354";"WHALE";"SPLASH";"";"NN";"2017-06-13T04:02:41.000Z";"180";"4";"0";"-131";"4.016774201E8";"2017-06-13T04:01:40.000Z";"47.67984";"-122.12927";"0.0";"1";"";"";
"6145";"34354";"WHALE";"SPLASH";"";"MB";"2017-06-13T04:16:41.000Z";"180";"4";"0";"-132";"4.0167742226E8";"2017-06-13T04:15:10.000Z";"47.67923";"-122.13368";"0.0";"2";"";"";
"6145";"34354";"WHALE";"SPLASH";"";"MA";"2017-06-13T05:03:41.000Z";"300";"6";"1";"-118";"4.0167742223E8";"2017-06-13T05:00:40.000Z";"47.6777";"-122.13385";"0.0";"1";"";"";
